Gene_Human		d3	d6	d10
FRMD5	0	2.734955067	23.42380842	9.906909723
FRMD7	99.5764092	33.85813671	30.64965806	16.03398641
FSD2	4.704215655	7.048009809	4.850675836	2.48855293
FTH1	0	37.04411315	30.11507654	54.51306311
FTL	6.164050559	32.30556412	30.29818574	52.17300296
FTSJ3	78.39799561	42.8438531	55.15794134	28.19894613
FUCA2	37.74175463	20.64809412	25.4216754	18.06261342
FUK	0	4.187363662	15.53939123	9.602604214
FUNDC2	31.66920308	5.203089595	4.377019703	6.22898341
FUT11	11.58615696	9.258005035	34.0971107	15.18224194
FUT7	0	9.75048889	28.4891178	9.841808595
FUZ	0	38.56980093	94.33894117	46.82723509
FXR1	170.6475858	43.7042387	37.75333308	33.90992267
FXR2	0	9.304175165	18.18459451	11.32164041
FXYD4	0	17.1350695	25.20178966	0
FXYD5	0	52.09989947	5.780041213	74.43620102
FYB1	18.97646994	22.10110815	16.66306897	35.69295917
G3BP1	0	8.002125364	3.551071297	12.17157678
G3BP2	3.202136349	5.565627094	2.537674719	5.994297325
G6PC3	0	5.808321105	12.37043287	9.383525813
GABARAP	42.16993319	366.4774031	302.896407	157.8815454
GABARAPL2	10.72136018	0	7.757334142	15.27103996
GABRB1	10.95612456	4.465876184	2.659268581	2.972427171
GADD45B	0	4.565189069	8.611219248	4.664118715
GADD45GIP1	0	7.010768014	10.01177735	16.78616401
GAGE1	0	0	0	0
GALC	4.286737864	4.430649273	6.405619416	3.009238815
GALE	0	13.7020703	47.52511435	29.19961746
GALM	4.211979058	15.13406317	36.73522031	12.25486559
GALNS	1.270239441	16.64319643	26.92862551	14.26708682
GALNT11	61.86221889	35.36070682	33.48131741	17.24263535
GALNT7	101.485578	15.28397161	28.73824095	8.022100319
GAPDHS	0	166.204258	274.2085718	235.6839211
GAR1	7.805341953	0	6.185257135	0
GART	28.81992655	17.02000963	21.82654682	9.77358207
GATA4	0	0	9.177795771	7.402838376
GATAD1	0	0	2.356790197	14.76838498
GATC	893.491627	290.1151841	292.8903017	186.7797978
GATD1	0	5.134226351	9.405165319	6.803115453
GBA	1.904889884	104.8997712	155.3919737	118.3178483
GBA2	6.063553462	135.9646553	187.7580636	93.68374802
GBP1	4.117214528	73.43722645	18.27782322	15.43144341
GBP2	2.400267851	20.41572637	8.872371035	9.116899507
GBP3	12.90340021	4.660471302	4.789244867	7.142198632
GCFC2	36.27141236	11.19421886	9.828275298	5.962346589
GCHFR	0	0	9.642678395	10.21687629
GCN1	2.833737634	9.240582358	7.88654103	6.318700566
GCNT7	38.87862133	62.08657134	83.91621826	34.2782992
GCSH	86.33013282	42.08268026	38.89780595	37.36656028
GCSH	70.42203432	39.50927895	48.55550771	20.31514973
GCSH	143.7713378	16.6498867	41.2653718	16.61062243
GDF11	0	12.36904483	60.74231424	18.95563116
GDF15	0	4.520681212	10.56238176	2.750460207
GDI2	102.0268476	76.16002745	63.53073298	54.38598808
GEMIN7	0	0	12.06770873	0
GET4	4.888829651	6.540017912	19.32315039	11.10947328
GFM1	17.74094017	3.874150844	2.42228122	5.535079222
GFM2	24.03003697	83.01267721	177.9250616	152.0444744
GGA1	0	21.13876579	55.15650233	31.63337355
GGA3	2.721933398	21.52554479	36.62170565	21.49066999
GGCX	4.699722303	4.959473005	15.11884669	5.076737871
GGH	3.369316159	0	0	0
GHRH	0	0	23.59732041	12.95323767
GHRL	2.920403571	15.62704617	46.74146887	25.11751859
GIGYF1	0	21.17214649	114.2571144	54.89113039
GIMAP1	7.485768992	27.75488	44.88824462	21.60060295
GIMAP2	133.517118	43.37679924	20.84140819	25.96470404
GIMAP4	7.764361786	27.89813057	17.49116834	36.86635146
GIMAP5	0	14.8158779	5.933200551	24.91593364
GIMAP6	14.01134024	24.3530838	9.052402217	22.33892673
GIMAP7	12.39085515	43.97728837	22.06737163	77.40216057
GIMAP8	3.875674847	5.879254974	2.679774938	7.876365866
GIMD1	71.29281523	30.13673352	11.63941156	7.850463585
GINM1	207.4332385	86.32801338	91.87278749	52.40445492
GINS2	4.994215699	14.00966779	20.60503465	11.95076758
GJA9	50.42789888	8.994637038	35.65832044	9.638117599
GJC3	12.39085515	6.318037365	0	0
GLA	6.658441095	84.68858595	73.88160917	47.564105
GLB1L	26.12342356	248.7135957	168.7398358	128.3884349
GLE1	3.099044053	7.531211317	9.396171913	9.147640794
GLG1	8.592919525	17.41477075	10.55777361	11.52920646
GLI1	1.426419217	17.69167176	37.84708933	14.68616255
GLIPR1	1362.57993	366.4586318	272.271099	138.5921911
GLIPR2	0	6.136491024	3.159197437	9.333866723
GLMP	0	0	9.213520926	7.586343974
GLRA1	5.148540576	14.16756825	26.00003263	6.539472296
GLRX	4.043692224	7.028333758	9.135494392	4.948083324
GLRX2	63.34727833	9.805660343	8.970100017	6.526515745
GLS	340.2144281	317.8745313	403.2167293	71.5397673
GLS2	31.68291719	51.33956224	59.33648822	44.79872694
GLT8D1	126.8985874	25.79516099	33.56406172	14.01578773
GLT8D2	101.1695016	21.65427393	32.48365482	9.19598313
GLTPD2	0	7.741938641	47.73513771	17.09744851
GLYCTK	0	6.011959471	5.454466645	9.709224645
GMFG	0	22.54028416	4.473976067	70.45953267
GMNN	31.40440875	10.9721958	10.540932	4.287300587
GMPPB	0	115.3728562	179.7430819	102.0235767
GMPR2	44.86244831	169.4828104	241.8385173	171.5253454
GNA14	18.79852933	5.81972891	7.961297396	4.325938475
GNAI2	0	2.853021488	2.646978803	22.09440728
GNAL	13.41926428	4.022746043	6.431969057	3.231143702
GNAS	1.266218775	6.775522206	1.965249047	27.35591761
GNAT2	102.2740833	118.0973742	223.1055585	108.4091266
GNB2	0	27.21616096	28.80048116	31.53609148
GNE	46.62950147	24.89822015	61.13215582	17.9475593
GNG10	17.44898295	0	2.002855262	3.965141427
GNG11	0	5.762633551	0	20.87416026
GNG2	0	0	0	27.38604775
GNG3	9.669538821	69.9591054	122.5686259	72.40427561
GNG5	0	0	0	0
GNG5	154.0119299	185.7126977	206.0188079	102.3118048
GNG5	135.5249782	66.29034961	123.5814051	24.63757147
GNL1	0.658252178	17.34455134	25.2714374	17.84119133
GNL3	30.46337072	13.51497155	21.38083261	17.82471559
GNLY	0	0	0	54.75624418
GNMT	0	24.54002805	66.64955281	26.2621444
GNPDA1	32.878253	18.72975267	25.0199669	11.45378625
GNPDA2	1147.766358	275.48684	241.4137976	139.6224579
GNPNAT1	265.7887074	86.68676611	82.60337592	33.90073674
GNPTG	51.75400892	17.231011	30.20464378	15.97057122
GNRH1	45.14767889	6.771627342	17.49804457	2.611411047
GNRH2	0	12.13923115	17.38155499	14.77143407
GNS	114.4915758	77.53547921	107.796415	40.21720508
GOLGA6L10	0	0	43.31100427	26.76593187
GOLGA6L4	0	24.92639827	60.8176157	51.44585488
GOLGA6L9	4.735660947	34.26250305	59.85565051	32.56743935
GOLM1	27.74897126	13.5265758	40.24648274	20.41571708
GON4L	1.391114452	13.21200427	9.960658314	10.1901573
GORASP1	19.89468622	29.32660628	46.61954592	31.51264717
GP1BA	0	6.527049808	22.18053764	12.12926595
GP6	0	5.426226864	15.78148614	10.13527902
GP9	19.6156721	0	0	0
GPAT2	0	26.64938678	34.10471538	21.78151252
GPATCH11	91.46414537	101.3824136	235.1539569	14.49194911
GPATCH3	21.85856142	22.62744624	13.56303145	11.37868654
GPATCH4	4.223697137	59.91945114	66.35320514	68.00372261
GPBP1	3.190221435	0	0.648942512	10.68753055
GPD1	0	10.6740326	7.543368851	5.463208036
GPER1	0	4.794174694	30.10575831	22.4628215
GPHA2	0	16.04337873	23.50386835	10.67825727
GPLD1	30.20397408	11.37421548	7.836364171	8.201402047
GPM6B	569.7896371	108.2816355	120.4733252	70.74252557
GPN1	39.47857788	14.39886053	6.32237907	7.714480891
GPN3	6.445127193	6.283512328	7.842066848	10.82474536
GPR108	0	16.92906835	44.26682879	12.13054485
GPR137B	282.3370807	67.44180648	97.44802715	33.12382185
GPR137C	83.50518004	39.04115953	78.0706044	16.72870742
GPR146	0	0	13.05332109	4.720971778
GPR15	0	10.14180937	18.11555088	8.735759413
GPR151	0	13.07568994	14.17320666	4.461619896
GPR155	30.82940197	8.892386627	11.80589013	5.36852644
GPR160	399.1390509	86.39983912	83.92614927	34.23095454
GPR171	6.117914232	0	2.488964925	5.180488209
GPR18	277.4070304	140.5674883	190.2523126	94.8715913
GPR183	383.8352176	210.9571347	157.972131	100.747616
GPR22	726.2556249	109.6670769	137.1671158	54.49785394
GPR3	0	55.80199733	126.4410785	72.02376271
GPR68	0	0	13.68142513	4.408926135
GPR82	63.90224954	13.77220389	52.26190953	12.8620801
GPR88	0	0	10.93726818	11.25849608
GPR89A	14.66648895	7.738548296	11.45981881	5.281015565
GPS1	0	90.21384096	195.4110375	183.5689265
GPS2	5.399808518	39.06761018	74.38400687	34.43665625
GPSM1	0	6.086182783	5.550319265	9.320214289
GPSM2	117.2573099	16.00438319	30.27491635	16.24091962
GPSM3	0	17.12905235	8.347864832	17.48730901
GPT	0	2.911195591	15.85304338	12.85828241
GPX2	10.91781643	65.2870113	142.5346918	45.20900161
GPX3	0	82.14571171	148.0915429	76.74712528
GPX4	0	17.71462867	15.55659176	26.94471195
GRB2	0	0	1.677953882	20.82160185
GRB7	0	10.21596301	42.97950341	21.57670848
GREB1L	33.28754293	33.47518318	49.16063443	20.20969325
GRHL3	4.356160015	15.46076544	20.71925468	7.256452554
GRHPR	5.674587113	13.45284844	18.50570157	10.23118048
GRIN2C	0	8.81705045	20.80912877	18.62212374
GRIN3A	18.33866156	18.05025398	32.36557687	17.09126701
GRIP1	64.31635965	19.8561381	46.90114464	8.660793609
GRIP2	135.3806255	81.55566543	70.84175635	23.93933101
GRN	0	8.312538756	13.76709202	13.42916836
GRPEL1	11.00203353	31.07360138	41.51219231	24.81860577
GRTP1	0	9.039593129	28.52445059	11.97792842
GSE1	3.302131449	3.533933537	7.148143625	4.41787827
GSK3A	0	21.73442489	49.16280251	33.88866003
GSPT1	103.4081578	34.40751001	46.40266544	20.9444334
GSTK1	0	8.687893281	7.129741728	5.28846761
GSTO1	71.37874165	33.08697872	54.22479309	15.84429695
GSTO2	9.983800693	9.841727189	13.73032135	5.891110875
GSTP1	0	8.028973353	0	21.46935123
GSTZ1	0	16.14172115	27.1663614	6.307252607
GTF2A1	10.51419714	2.067173064	5.501773384	5.341746988
GTF2B	16.38589157	3.458305903	10.1727627	8.936549853
GTF2F1	0	9.533514642	24.81038027	17.80700168
GTF2H5	0	17.2590289	0	10.57200242
GTF2IRD2	3.687308523	9.207410455	21.91628166	5.878846244
GTF3A	548.6004998	409.4264121	373.9035942	246.1913577
GTF3C6	271.7715736	132.9557759	150.3637532	84.00674912
GTPBP1	0.863969721	42.89845232	70.45389818	42.62260506
GTPBP2	1.695950074	11.79091038	23.0602232	13.4574874
GTPBP6	0	20.00531341	71.69194864	62.27760046
GTPBP8	90.12865866	11.98208678	25.94409668	15.40257716
GTSE1	2.030495187	17.60077518	20.34715136	18.09541117
GUF1	297.2086274	43.1724514	36.52682657	24.05283325
GYG1	18.54410276	14.08568349	14.24298776	5.031126637
GYPC	0	16.44353644	8.912301707	19.68571054
GYS1	0	34.18434772	59.01756843	15.8365449
GZF1	160.0078933	67.26601648	63.6277187	37.91643414
GZMB	3.955092973	17.10828277	5.749618627	36.66443472
H1F0	0	23.80119339	6.712591533	19.21928571
H1FX	0	8.266590945	118.3204081	111.4012405
H2AFJ	0	0	6.126682893	24.25853191
H2AFX	0	0	0	23.02439204
H2AFY	10.24655055	10.553053	5.333889493	9.630988447
H2AFZ	29.31712643	0	6.605461952	11.69226512
H2BFS	0	27.8590624	10.30673503	39.15959591
H3F3A	0	8.815866091	14.83242557	16.20045221
H3F3B	0	13.72089887	9.950596926	24.36645155
H3F3C	0	12.45810185	20.96037604	11.10425756
H3F3C	0	64.56388548	47.85641913	57.54761219
H3F3C	0	0	15.36805931	0
H3F3C	0	22.47014734	9.220091797	10.30586063
H6PD	0	17.23070459	39.92906437	23.47213534
HAAO	0	4.590961407	15.06172786	16.36821357
HACD3	12.94566956	5.27684375	1.981265612	5.391195264
HACD4	48.56136078	27.11941388	19.12761616	17.67880446
HADH	2.993474853	4.707049214	4.367110288	2.411016168
HADHA	3.65076055	4.883794505	10.01342048	7.42846145
HAGHL	0	0	26.91593342	13.8532276
HARBI1	0	44.22626155	187.0305964	110.599061
HARS	8.960221892	35.04092539	136.3748475	92.43001758
HAS3	11.35271196	89.94260709	110.3066437	62.63758659
HAUS4	30.11896237	18.1441073	23.51757182	24.25853191
HAUS6	17.3637341	3.318326533	4.653466897	7.066244288
HBA1	0	37.11294676	9.674376545	57.96350444
HBA2	0	10.74978642	0	43.930956
HBG1	4.758662957	15.18120821	0.434200677	11.74859038
HBP1	305.9851642	80.65954593	82.6134296	47.98607224
HCFC1R1	0	5.31778696	54.12251145	42.24680162
HCFC2	147.4613368	36.69722077	38.31215316	23.45556043
HCK	34.66775717	126.9653442	261.7657033	24.45254924
HCLS1	3.12404131	4.91235668	5.828551443	40.36816725
HCN2	0	7.23555965	28.28017004	25.69874106
HCRTR1	0	90.67494831	130.0175799	78.41344508
HCST	0	0	40.56819542	50.86466368
HDAC1	5.316697656	15.02732814	11.32990999	13.99243088
HDAC10	0	9.75579299	37.8904335	23.90360841
HDAC5	2.100705264	15.83338098	36.39448705	28.30212733
HDGF	0	5.197349061	8.756418809	19.42312465
HDGFL3	376.5829499	100.2747177	88.16016947	52.7947843
HDHD2	0	0	3.198669783	6.65765553
HEATR1	335.568499	191.3785935	283.2822043	65.82919802
HEATR4	74.43057397	70.91500309	73.64461044	47.79117051
HEATR9	0	6.865728863	21.96063879	4.177227533
HECA	0	8.004872406	16.84739659	22.98155154
HECTD1	17.42655089	8.983751818	7.347324797	8.326594898
HECTD4	3.986338539	7.3149553	24.73879673	3.711533261
HECW2	15.51588257	3.815685398	2.609670448	1.935560208
HERC4	127.9133373	13.35261622	15.11588705	8.703914952
HERC5	23.49279065	7.956398934	3.413437612	4.015457907
HERC6	9.036414255	9.423704651	16.66419023	5.07476396
HERPUD1	4.99604538	12.34917795	30.50708781	19.94373772
HEXA	0	10.48015677	12.75449119	7.856664583
HEXB	65.66523068	19.79532874	26.89705058	17.44885157
HEXDC	0	3.183646246	26.6190144	11.30744607
HEXIM1	0	35.35485313	96.81145705	101.307325
HEXIM2	153.1887369	113.3829109	153.1021624	71.02170447
HFE	0	8.994087413	17.75621523	4.603374607
HGS	0	8.578988376	26.68383189	21.44971088
HIBCH	21.69335494	4.084642851	15.55296582	9.108627193
HIF1A	26.90230366	5.117793044	2.827681532	7.193734832
HIGD1B	9.846098344	84.52294748	100.0812289	50.02449637
HIGD1C	54.21848553	0	24.38169723	0
HIGD2A	7.067995209	51.52934059	60.10280089	45.51936089
HINT1	5.583861764	6.828190518	4.213375587	31.81326291
HIP1R	1.136527444	3.040772687	10.54972836	11.35930376
HIRIP3	0	10.79079875	26.19272597	12.64926328
HIST1H1B	0	122.6757545	108.2199027	291.7435776
HIST1H1E	7.885089642	568.8917276	809.2672106	1260.610422
HIST1H2AC	0	0	0	63.27313843
HIST1H2AD	0	0	0	0
HIST1H2AE	0	0	22.72040762	53.8894239
HIST1H2AG	0	0	6.079914321	50.06550571
HIST1H2AH	0	0	0	14.52620431
HIST1H2AJ	0	0	10.14694069	73.33974763
HIST1H2AK	0	0	0	25.30925537
HIST1H2AL	0	0	0	33.0879465
HIST1H2BB	0	13.9295312	6.271407685	13.05319864
HIST1H2BD	0	28.82829278	20.83927891	59.01985375
HIST1H2BE	0	0	6.271407685	91.37239046
HIST1H2BG	0	0	10.30673503	7.377481718
HIST1H2BH	0	8.838713281	24.18244084	97.59793523
HIST1H2BJ	0	0	16.21749096	99.32627238
HIST1H2BN	0	0	7.190621876	53.33625303
HIST1H2BO	0	0	0	52.21279455
HIST1H3A	0	0	9.220091797	61.83516378
HIST1H3B	0	0	0	41.22344252
HIST1H3D	0	12.9127771	38.76132768	24.20082083
HIST1H3F	0	0	9.220091797	61.55081463
HIST1H3I	0	0	0	41.22344252
HIST1H4D	0	0	0	36.0361607
HIST1H4I	0	0	7.658353616	79.6998186
HIST2H2AB	29.88904663	475.1166726	619.008426	237.1134652
HIST2H2AC	30.11896237	197.1411714	167.0959021	325.8237476
HIST2H2BF	0	27.1199495	85.98201188	94.12686042
HIST2H3C	0	13.36201892	147.7930417	181.5061562
HIST2H4A	0	0	12.58610912	81.08136158
HIST3H3	0	0	5.813640701	10.30586063
HIST4H4	0	0	0	15.16158244
HLA-B	0	3.761269586	5.468691549	17.92869228
HLA-B	0	17.91443506	13.70496231	39.91910314
HLA-B	0	0	23.15916299	53.92700979
HLA-B	0	6.975800668	5.785970987	14.8546899
HLA-B	4.252858554	19.21488554	11.49857388	27.40283112
HLA-C	1.884629165	9.54867108	3.943028684	19.21755673
HLA-C	0	0	7.356260095	20.47956674
HLA-C	2.061053134	13.04979748	16.29266819	18.02474076
HLA-DMA	0	4.157297331	0	21.27797528
HLA-DMB	0	4.723766254	3.59464779	5.655151827
HLA-DPA1	0	4.497437147	2.775170351	19.86445608
HLA-DPB1	5.601480695	11.7471439	4.199856734	36.24135802
HLA-DQA1	0	0	23.84277755	6.639878079
HLA-DRA	20.24964655	10.83556275	3.229811313	177.0913246
HLA-E	6.755978906	91.57278083	57.66856191	79.77645998
HLA-F	0	9.240861901	12.97242049	13.73789077
HLF	16.79546056	4.892027235	3.069612555	1.509249499
HLTF	128.5458476	30.82965816	31.77448142	18.23003378
HLX	0	10.07667848	10.33335295	9.125263635
HMBOX1	6.134288309	6.231353446	7.543784155	5.843647513
HMBS	0	7.779796531	11.10346525	4.053193709
HMGA1	0	57.00759603	122.5272418	43.3768601
HMGB1	20.54273354	6.280138384	11.7345832	24.53915468
HMGB2	10.33269551	15.11039681	8.189349001	13.01550703
HMGCL	0	4.15125477	6.502493011	6.171446474
HMGCR	15.8867186	5.29660721	10.7258758	1.352846752
HMGN2	0	0	8.752404132	23.81604941
HMGN2	0	60.34933818	31.38560581	69.31009116
HMGN4	0	58.32034491	0	51.98256837
HMGXB3	0	22.40537872	39.45808485	9.087878531
HMGXB4	2.133380916	3.989676552	16.01499908	2.307868899
HMOX1	0	46.28271682	40.79515063	14.46769071
HMOX2	0	18.38505099	34.6292683	38.94901434
HMSD	3.455502872	4.138656121	5.14331266	4.31239426
HNRNPA1	0	0	4.236101453	13.70779521
HNRNPA1	0	11.37421548	2.13530503	34.86209913
HNRNPA1L2	12.27242084	35.89405081	34.73167234	24.49516806
HNRNPA2B1	5.071708635	6.162563166	4.35264408	14.69092008
HNRNPA3	4.606318778	5.597074373	11.73885931	4.374026984
HNRNPAB	13.61774428	33.09346626	71.63463314	54.08235038
HNRNPDL	0	3.060153436	0.912155503	21.43444447
HNRNPF	0	33.47042821	0	52.09760808
HNRNPH3	155.119058	19.78699231	20.42820145	16.28977622
HNRNPK	1.711243666	8.968565626	3.52904242	25.91899055
HNRNPM	0	5.569766505	5.078414834	12.79354624
HNRNPU	2.735347018	8.481528609	22.20676718	47.36446363
HNRNPUL1	3.330129044	11.81920404	12.38810661	12.19688961
HNRNPUL2	25.61443501	9.364552476	15.96281146	12.84034473
HOMER2	16.38731055	3.436664439	2.484281998	0
HOXA2	8.88916403	3.993613214	14.86869107	3.646469883
HP	0	6.000799583	12.57928109	8.449358659
HP	4.21389406	12.89186572	22.98123748	8.053876406
HPGDS	16.79856321	4.978082994	13.85397957	3.556144927
HS3ST3B1	0	0	7.038798995	12.58088756
HS6ST1	11.0606359	0	20.09248913	7.976852578
HSBP1	0	0	0	10.0724429
HSBP1L1	31.60191398	51.81055011	96.13499961	31.53795831
HSD17B11	0	9.208795062	5.342046022	8.600240064
HSD17B4	5.632862208	0	0	1.354126828
HSD17B8	0	11.7496572	23.5834506	16.16682717
HSF1	0	35.71855394	62.77236485	41.91092493
HSF2	108.8486948	12.54706933	31.85005357	12.81896981
HSFX3	41.71178962	107.4536896	102.661802	62.84135809
HSP90AB1	15.57877364	61.19109195	33.84573545	94.85357609
HSP90B1	66.33993753	28.65616776	31.32095533	87.83147836
HSPA12B	0	18.86225049	35.57315144	46.21621736
HSPA14	0	6.622136902	2.971998052	2.938403551
HSPA1A	0	8.339847797	18.63401323	9.648539223
HSPA1B	0	13.17572166	27.34823527	10.18413237
HSPA4L	33.21316368	3.625741488	3.555094007	2.18893868
HSPA8	12.70856939	51.00255727	7.086429551	151.0086734
HSPA9	19.03020563	17.10393908	15.98577261	12.90752318
HSPBAP1	20.41847637	20.48606886	79.33639685	5.514115811
HTR2B	84.32665312	23.14901097	37.022288	12.08355389
HTR6	0	7.579585266	13.98533631	10.37598761
HTRA2	0	7.995870613	155.8918141	148.5521814
HVCN1	11.05601799	45.80982638	36.7785888	43.64567375
HYI	0	146.8943687	277.5530913	136.421308
HYKK	19.55225735	9.969601853	3.869044494	0
HYLS1	17.34719721	30.50994319	21.79904622	5.256015247
HYPK	74.11896271	40.50539718	58.7442118	55.47672108
IAH1	118.424131	53.87880648	89.27616964	29.83442432
IARS2	25.31753107	6.879863311	8.341971649	5.27171472
ICA1L	155.0441641	21.06608763	34.98307029	15.6589079
ICAM2	0	6.791859208	12.3704089	11.30637588
ICAM3	0	12.35220372	34.06552512	26.67562846
ID2	29.82326168	7.603368749	11.11653347	14.09437231
IDH2	0	18.45670987	27.98120651	33.94201473
IDH3B	0	10.80006387	11.03169009	11.44005102
IDI2	103.5653565	94.9831875	121.872436	90.89718147
IDNK	23.0321477	27.30136889	27.60626157	13.91298154
IDO1	12.46996298	12.62673326	12.90957771	15.48043211
IER2	0	0	9.19473818	29.60278977
IER3IP1	504.5812937	84.81528609	95.90015741	45.79144561
IFI16	193.5054669	208.2786711	308.5621874	146.2237367
IFI27	0	25.94165887	39.86211839	6.643839497
IFI30	0	12.54387219	9.871780822	25.32270752
IFI35	0	30.03238456	19.72348767	13.63372935
IFI6	0	4.172288826	9.715195058	6.629293714
IFIH1	0	17.7326772	30.91197714	4.968248717
IFIT2	0	3.815757231	3.190789209	2.321572331
IFIT3	0	7.107792035	2.133398507	6.335375521
IFIT5	20.40284758	51.4201183	49.32905964	11.85886995
IFITM1	0	59.79888886	43.47224662	109.8892646
IFITM3	0	37.88019978	118.6511557	42.2358368
IFITM5	0	0	9.164280018	16.69133334
IFNGR1	0	26.71103976	47.36039202	14.51343
IFNGR2	5.933457937	10.31293195	6.424221945	8.330433301
IFT172	1.86849249	7.94632803	5.481249872	5.062875907
IFT20	33.65521235	23.78111152	23.07268132	14.85666522
