Gene_Human		d3	d6	d10
MORN3	0	12.40955118	22.12145619	11.62884337
MOSPD1	8.804327394	2.636235941	10.03791249	1.754643214
MOV10	0.934308349	12.55376597	17.50007003	19.23895041
MPC1	0	0	14.48125047	15.07051115
MPC1L	0	14.99195307	22.81687453	18.36661437
MPC2	0	6.338519485	0	4.953454861
MPDU1	0	9.497747704	10.12300746	8.870097528
MPEG1	2.296628051	30.89259011	12.39815423	20.87561219
MPG	0	6.121281876	13.84548977	9.770954369
MPHOSPH8	231.5114272	130.3065312	175.9637614	86.05650317
MPI	4.691052446	81.14020458	93.44067141	42.65622217
MPI	0	74.39196076	137.5538715	80.12170487
MPL	4.250729266	1.464477273	8.469082951	2.652409963
MPND	0	1.970849663	18.13265549	20.13558838
MPP1	114.9601854	146.9765318	150.6527302	96.67049791
MPP5	156.5015947	35.66740608	42.71283027	13.75478206
MPV17L2	0	16.81170611	34.44396637	22.1727348
MPZL2	357.0948643	49.73407667	43.64608544	24.25139726
MRAP	0	28.47946296	76.87453405	28.09758638
MRAS	0	9.536779544	0	3.850439089
MRM3	0	5.107981503	13.84206824	8.252105112
MRNIP	112.0228437	327.7804671	484.144879	252.9546286
MROH1	0	25.86161743	77.13369118	51.61350169
MROH2A	0	2.096031353	9.614234399	8.987454664
MROH6	0	0	18.8262638	15.68100717
MROH8	0	18.41783872	64.17865937	47.06343021
MRPL16	24.80235499	26.87446606	51.44760483	7.99056372
MRPL19	254.7162324	58.54006422	59.63972945	36.44633943
MRPL2	0	34.77119939	104.5956883	48.95919795
MRPL20	0	6.100174007	9.284107568	16.154141
MRPL23	0	64.28155114	197.1392074	167.4501239
MRPL24	0	6.009323477	14.99483525	9.392386555
MRPL27	0	25.65341822	9.082935925	26.28007623
MRPL32	0	0	0	15.63303968
MRPL33	43.50516787	0	21.72078332	24.08067218
MRPL33	0	0	12.06770873	0
MRPL34	0	48.07202343	236.1137747	117.7858965
MRPL35	6.71521211	21.99636356	11.37823662	9.368076155
MRPL37	0	6.287109072	7.846555724	7.443367474
MRPL38	0	7.129389726	10.07116654	17.82533577
MRPL39	12.92270811	1.94813401	0	0
MRPL4	0	10.5883636	13.03158994	14.83296157
MRPL40	7.678340437	11.90416859	34.68167732	17.96701113
MRPL47	87.95761967	39.86592591	18.33422263	10.55707243
MRPL48	38.63945831	36.13019588	53.43330186	39.01310662
MRPL49	10.56456773	27.69435085	29.75641189	29.76663199
MRPS11	0	3.524004905	9.792253945	5.62511118
MRPS12	0	29.59394028	63.67562669	38.28536321
MRPS14	121.6928553	61.27526126	61.26021384	34.2040487
MRPS15	0	14.85986994	10.20024046	32.99789315
MRPS18C	1261.947534	292.9271869	263.3505085	168.8317529
MRPS22	460.4413411	164.2483138	157.8651884	73.28826548
MRPS25	0	11.72028462	35.63441949	18.83813894
MRPS26	0	0	0	18.85889902
MRPS34	0	0	12.04456931	9.694480859
MRPS36	0	0	7.658353616	0
MRPS6	0	0	0	13.47696217
MRPS7	21.43099175	128.1543255	100.9914834	67.52142671
MRRF	0	0	21.60188333	17.20208406
MRS2	102.4990866	23.96068837	15.36846729	13.89876355
MS4A1	6.497599	2.823366114	0	38.84783295
MS4A12	0	0	0	0
MS4A5	0	0	0	2.043274828
MSANTD2	19.62545676	4.565895437	9.072900865	7.756048077
MSH6	181.4972154	101.3380505	128.8024916	53.67616651
MSL1	9.910289045	5.054569512	6.786532187	7.329950773
MSMP	11.88963553	642.0594174	946.6059621	545.5735658
MSN	2.768759482	12.51191656	7.215136163	59.12163064
MST1	0	56.57943909	121.4443647	70.74566801
MSTO1	3.068180697	43.5267249	94.00272361	43.70183375
MSTO1	18.7110722	114.4187857	159.7650395	79.22020908
MT-ATP6	0	20.80223399	0	18.83813894
MT-ATP6	148.2449634	274.1862736	207.9426033	219.5902705
MT-ATP8	326.8312518	368.9202065	172.3339756	245.5483315
MT-CO1	688.1167896	1074.092737	826.2147649	1140.663419
MT-CO2	131.7670448	324.0431775	156.2244894	283.5635651
MT-CO3	115.2142818	381.5077263	252.9366177	290.2581021
MT-CYB	319.2735683	568.9001782	727.1297623	438.7705299
MT-ND1	0	0	15.22041103	0
MT-ND1	189.1685799	419.7912602	572.3428603	456.1459264
MT-ND2	866.8713714	511.2318696	472.1812934	324.5511231
MT-ND3	2011.725194	1206.289083	1258.97266	747.3858069
MT-ND4	273.7679407	184.8644895	215.7707512	99.55152245
MT-ND4L	1820.780983	656.335939	713.499927	527.6808842
MT-ND5	919.1436287	597.0521554	788.4462833	462.8751722
MT-ND6	2155.064992	2725.092653	5606.08098	1927.115594
MTCP1	0	4.239755871	8.05467875	5.617895806
MTDH	4.966699336	6.602037996	3.764706148	22.09236411
MTERF2	574.3936314	142.2743465	130.100725	94.48351553
MTERF4	3.579893678	6.344815737	8.205085189	8.888286382
MTF2	60.47593378	11.83575382	18.56206759	8.750159711
MTFR1	208.1946875	22.97819989	22.40751136	12.13838241
MTHFD2	0	3.095710132	4.349675183	2.803420902
MTIF2	170.8924131	34.2137177	35.196437	30.51894792
MTIF3	110.1193554	370.1363014	235.9530299	191.6468546
MTM1	13.89853932	4.16464927	3.13995282	4.411436884
MTMR10	98.95819067	36.27483238	29.97655595	19.69149694
MTMR11	5.674296863	5.864790447	3.450309092	2.020680787
MTMR2	546.7515953	116.3002785	128.5435579	58.81478363
MTMR7	1184.442331	245.8337106	202.0088462	90.0386044
MTREX	9.573896182	11.66728229	11.73093415	11.94315077
MTRF1	3.828106327	3.8235961	1.7214743	4.050173681
MTRF1L	87.54702247	36.82680222	42.46900443	28.3033736
MTSS1	88.90581378	144.4607583	173.5333871	90.01497284
MTX1	0	155.4395804	339.4863309	183.1338498
MUS81	2.361559173	12.80374279	6.239919873	7.998823773
MUTYH	0	4.009936824	16.74073818	12.8015375
MVP	0	12.24861843	11.72057989	31.15466698
MX1	0	25.15365044	12.47674832	7.478914975
MX2	0	11.98252851	11.08329556	9.192012076
MXD3	4.942221428	35.08159756	51.55658411	44.24766943
MXI1	135.6599105	41.52291344	45.84262171	22.03947773
MXRA8	0	6.198141314	15.04609022	9.432283674
MYC	0	5.74884316	5.400259179	15.62481824
MYH10	16.80979918	14.25456995	26.02852064	10.51806363
MYH11	27.86761578	82.8489779	113.8249348	59.60064715
MYH7B	0.879675315	60.23950634	152.3137289	61.573859
MYH9	2.042310666	30.32708114	19.20060868	59.14496933
MYL12A	142.6256976	72.45764488	39.2508146	68.86862562
MYL6	0	0	17.59732807	36.91249428
MYL6B	0	12.94786076	16.49710503	10.00800801
MYL9	0	0	6.191924393	42.51188802
MYLIP	1.661606742	4.417416921	7.442400378	7.503828874
MYLK4	9.121445895	53.06992707	56.18613193	35.18619774
MYLPF	0	17.75139069	37.57103076	23.63017416
MYNN	22.38159755	8.045352165	10.87936593	11.96059095
MYO1F	0	0	0	0
MYO1H	4.411911084	10.64005769	33.27674234	13.22556022
MYO9B	0	6.39679853	5.097048486	8.432498215
MYOT	27.71564748	11.88575361	13.86044373	10.14674758
MYRF	0.910766469	14.2470132	23.42160207	17.83837879
MZB1	0	7.648886493	0	11.37118683
MZT2A	0	0	25.41829331	14.55570006
N4BP2L2	5.658745013	3.981000199	2.796782811	5.407686134
NAA10	0	6.325918054	0	6.463003467
NAA15	6.744130748	7.698497025	4.909490004	10.29283131
NAA20	393.7112462	134.7144256	144.6691007	58.54469549
NAA25	82.56962866	42.36751936	47.55910198	25.36693932
NAA38	0	18.39795569	26.59887861	0
NAALAD2	774.8459187	156.4031845	155.2356527	58.52667415
NAALADL1	0	4.409764343	16.56285347	10.33084479
NAB1	17.29501057	8.350118045	4.844007339	5.395951552
NAB2	0	72.86301823	124.2892556	56.55726324
NACA	1.830838756	12.2459966	3.141291185	48.11429682
NADK2	10.13714958	3.87666281	1.878822443	3.166195027
NAGK	0	5.439208173	15.26345332	4.250656992
NAGS	3.809779769	13.59811849	28.54051077	14.56301224
NAIP	50.92218229	21.5176787	36.093829	17.21083212
NAMPT	4.174169075	7.073590473	5.216448092	4.16572143
NANS	90.28378284	563.256397	1076.171055	193.3007649
NAP1L1	4.21389406	9.970559306	1.289827977	35.09733597
NAP1L5	186.7724333	15.06562897	90.49824658	31.81948526
NAPA	0	0	0	6.949481081
NAPB	6.264679991	11.97222539	12.58707872	8.012518643
NAPEPLD	228.5735173	45.51207004	61.23232022	25.83849577
NAPG	17.75355639	7.493913724	11.91492098	4.8165894
NAPSA	0	7.787303207	19.27263453	2.781470179
NARF	8.326654662	16.29151632	17.69887733	18.72513069
NASP	70.34706421	104.5891902	120.5509779	54.21918747
NAT9	0	72.49164367	86.84045155	69.71871982
NAXD	0	5.09517499	6.466912398	6.75137038
NAXE	7.202988462	48.17888628	42.72013163	38.10672204
NBDY	0	0	0	0
NBN	47.46243111	10.59076773	12.4525362	7.513452273
NBPF20	0	12.72698174	15.14693615	23.85260758
NBPF3	13.39893003	18.72797071	28.6076017	18.12917525
NCAPD2	5.326680267	15.40257975	30.54550026	17.69031785
NCAPD3	0.983587066	9.622186449	29.49151669	20.81429346
NCAPG	188.7984692	76.95701001	59.73719409	29.8285496
NCAPH2	0	51.13927364	178.4599656	13.14756974
NCBP1	58.10705173	20.19523064	18.78467567	10.92328419
NCBP2	75.01462103	28.60307174	73.91101118	65.87860628
NCF1	0	3.28203897	17.51973605	12.82431326
NCF2	11.91347888	20.70679497	19.83919432	20.07148795
NCKAP1L	0	3.41434481	2.687022244	13.50274972
NCL	0	3.848486177	4.803059863	9.848705448
NCOA3	20.31009732	7.302810264	4.041618006	12.65818605
NCOA4	153.4210903	57.87661923	31.07407733	28.03202772
NCOR1	55.2966684	22.94695924	23.9147419	21.50332361
NCR1	0	46.5955124	32.37664263	50.18434592
NCR3	3.335913663	199.4407209	304.0458132	111.8140765
NDRG4	2.661272586	3.537524932	14.79063748	7.855443568
NDST2	0	7.836458011	15.55245646	9.277656233
NDUFA1	0	41.67919937	339.8956183	310.4707961
NDUFA12	0	0	0	8.595781452
NDUFA13	0	11.92097443	42.88304827	28.87829317
NDUFA2	117.2938539	224.7725762	143.6297388	142.7207348
NDUFA3	0	27.14655441	0	0
NDUFA6	17.91110069	13.096478	24.55828321	20.20210836
NDUFAB1	17.71703669	0	5.922874882	9.806608579
NDUFAF2	4.881950435	60.6441031	79.4545984	46.65355235
NDUFAF3	0	7.059205283	54.74530844	54.09136013
NDUFAF7	125.7980758	27.9592332	36.2461009	25.51631758
NDUFAF8	0	31.21853757	7.699737347	5.511412813
NDUFB1	0	0	0	0
NDUFB10	0	0	20.91144655	11.47888542
NDUFB11	0	19.75463948	7.26364531	3.809090574
NDUFB11	0	0	17.48305971	14.0731201
NDUFB2	83.5771983	156.2993209	108.5173146	79.99747964
NDUFB3	0	0	0	21.89152016
NDUFB4	0	0	3.885213542	24.25984722
NDUFB5	0	0	0	0
NDUFB6	43.63316163	14.30709614	8.594178955	7.704521581
NDUFB7	0	18.62158381	6.648171454	24.65632048
NDUFB9	32.51392767	89.67713123	112.4112554	57.55618289
NDUFC1	0	7.56004471	17.09977155	13.47696217
NDUFS3	0	15.51353044	18.18092133	10.58689467
NDUFS5	0	0	9.762399343	36.55652026
NDUFV2	70.71080052	26.470909	18.82201876	14.18232514
NEB	7.889085198	4.049467757	5.431185709	1.9765323
NECAB1	27.39506554	3.29819827	2.313843015	1.288745447
NEDD8	43.73178257	114.5983386	211.6380631	122.7967576
NEDD8	0	18.23459474	17.70448154	35.62513382
NEIL1	0	16.54628418	13.67294296	10.02075057
NEK6	29.00531741	33.25345853	49.77936917	29.05064722
NEK9	3.83709087	5.748855086	5.083658928	4.567139342
NELFCD	80.75419392	132.5604428	216.1444339	87.6353528
NEMF	227.2368143	36.5273355	33.58387009	25.3738198
NEMP2	135.2856158	52.79195158	62.72315967	27.13396786
NEPRO	462.8159878	250.3291906	183.0974368	140.1998439
NEURL2	0	7.067044489	47.01131633	28.88076175
NEXN	443.944432	46.36445515	102.5150207	37.18229126
NFE2L1	5.852129994	8.755344399	13.93906227	12.6615446
NFE2L2	82.71215166	19.13535865	22.50425582	14.2237526
NFE2L3	737.3595265	269.99581	380.1454546	150.1974995
NFKB1	3.616510885	5.134249094	10.13453839	4.120911888
NFKBIA	0	0	9.918153953	12.53556842
NFKBIL1	0	42.58825187	92.22971656	73.00021176
NFS1	7.249731231	224.4071111	362.7081743	265.6776863
NFYB	91.71508169	25.37460622	27.7535927	12.11533847
NFYB	62.58934629	53.39240058	59.03956239	26.28007623
NGRN	0	4.828432142	8.418122178	14.35633907
NHLRC3	326.9494009	63.84222592	65.6544303	28.08061571
NHLRC4	0	0	0	7.555969179
NHP2	0	51.67878763	102.1278326	34.61671936
NICN1	0	21.62817461	52.26130371	25.37775756
NID2	100.6486803	24.7263779	32.42958372	14.20817842
NINJ1	0	0	18.57154041	3.633190263
NINL	18.50696716	122.0468669	89.37977642	44.80422235
NIPA2	29.31364252	11.34380314	17.19771837	7.550282921
NIPAL1	146.5139253	45.10018564	96.39810214	30.92846168
NIPSNAP3A	36.64421781	3.15620102	6.37648565	0
NIPSNAP3B	86.25164075	15.1219544	22.34349839	6.512731145
NIT1	6.034323692	61.77160432	84.91063642	48.14025748
NIT2	14.23197584	11.6023219	31.74358688	12.93640945
NKAPD1	91.22803011	32.69000586	22.46169148	18.06633445
NKIRAS1	78.15433374	14.55421318	16.13366079	11.48724645
NKPD1	0	5.762379356	27.89474789	25.68085625
NKTR	19.88852123	17.29652815	15.09461077	10.92029241
NLGN3	0	5.996781228	26.31229338	22.03993725
NLGN3	0	15.93739155	49.9778605	19.52486933
NLRC4	27.62755633	10.32157648	8.873724802	4.733957775
NLRP6	0	12.20039267	28.06545316	16.00905452
NME1	0	223.2938092	255.8526447	128.2128665
NME3	0	14.76536789	49.5086391	34.39670653
NME4	0	17.77715218	22.2800494	18.93719321
NME6	11.44309745	39.98190419	62.43831164	32.2850887
NME7	86.00062849	24.52794739	16.73805869	11.11077797
NME9	10.69903355	6.611442609	18.33322796	4.004017856
NMI	3.590142961	3.710668766	3.22892747	13.29442145
NMRAL1	0	9.351761297	15.33883309	10.96238504
NMRK1	0	4.132272215	0	0
NNAT	1.778250195	27.81695951	47.11912115	38.27447637
NOA1	2.251670013	6.84499319	7.119265175	11.18105157
NOCT	163.2765555	48.04588728	83.76883731	29.16603152
NOL7	83.02205597	20.12808752	22.75320907	13.07317506
NOL8	35.15334082	19.70239493	17.58435425	15.49794915
NONO	1.651130028	21.94782178	4.337257098	26.64664544
NOP14	6.50091306	29.0928668	20.42829095	24.38637027
NOP16	0	234.5169802	306.2757409	220.3993725
NOP56	0	7.971449139	12.31493482	17.60430398
NOP58	4.907269367	6.564685589	0	19.97033814
NOP9	1.013863075	10.79512631	11.01504288	7.426724814
NOS2	0	112.4174013	271.5425261	37.49585633
NOS3	2.388449639	16.82195126	47.80910937	32.00608986
NOSIP	0	0	45.81688567	36.76122573
NOSTRIN	5.382743589	6.081102305	16.55745477	4.04749997
NOX1	97.71214174	19.30399821	22.14264438	11.74488454
NOXO1	0	5.67913471	17.05921627	11.331484
NPAS1	0	6.570881611	7.623571104	9.204976151
NPAS2	6.890094984	3.991886993	8.728305149	7.523855796
NPAT	19.00806872	2.77971475	1.909655226	5.034522032
NPC1	25.89670743	37.41305145	42.38313827	17.56462251
NPDC1	0	9.297612485	31.56840106	10.67813481
NPEPPS	25.20919879	8.290387841	12.88088514	5.480753141
NPFF	0	8.072753984	14.12093284	21.73631416
NPHP3	123.77757	24.6661766	23.80274317	17.52385018
NPRL2	0	3.765605658	25.59292805	22.55702868
NPRL3	0	4.1744005	17.57124341	10.14071036
NPTN	2.142510977	3.802071041	0	16.06039067
NQO1	10.94420511	9.559696625	23.9084894	5.816283857
NQO2	0	36.73520508	72.61965748	15.05302696
NR1D1	6.63439293	69.21090876	89.87708132	89.30027294
NR1H2	0	10.25041311	3.900132103	12.27148832
NR1I2	8.088624634	5.375945226	10.15701719	6.720633352
NR1I3	13.97776964	64.72953208	98.34252989	36.30026885
NR2C2	0	10.23542189	17.44615631	13.07153496
NR2C2AP	3.63418936	77.7860231	133.994909	76.55167657
NR2E3	2.716485711	2.84843868	11.41522195	2.453534088
NRDC	102.9761892	59.81380049	76.35430827	40.95089791
NRG4	33.75400955	0	10.88924635	0
NRGN	0	0	7.338318357	13.35306667
NRIP2	0	33.2202538	59.76578644	28.3597945
NRM	11.59438012	33.75902395	74.79597281	28.52284048
NRROS	0	0	10.97293724	10.36613672
NSA2	432.1274299	147.0201813	198.8238932	157.7028023
NSA2	44.94447739	26.77734376	46.2330279	50.32355023
NSA2	110.2367548	73.40458349	163.1771446	27.21403007
NSA2	29.33875607	54.38944584	57.40793291	25.39758394
NSD1	3.928585273	6.670726327	8.498792714	7.691571446
NSD2	2.829093286	7.669293911	7.649099486	6.707684155
NSD3	10.76828677	9.74009419	9.498188378	8.138370284
NSG1	31.8762424	18.62886626	36.42037178	13.23293383
NSMAF	71.63840841	42.59620858	45.92848726	17.40771483
NSMCE1	0	17.91378906	10.86041348	10.49951164
NSMCE4A	3.419183772	10.245466	7.952205993	3.617529646
NSUN3	0	6.983161102	23.62087359	9.832561797
NSUN5	7.42502865	35.02615888	38.98909094	24.98943197
NSUN7	10.46449472	12.34106533	11.65205143	4.430528892
NT5C	0	5.030475248	36.57025486	40.35424028
NT5C2	16.13465355	17.02640573	13.32518089	14.66016119
NT5C3A	4.56525275	7.419984721	2.401424041	13.10915135
NT5DC1	16.4708806	23.27697977	23.21568791	10.27346687
NT5DC2	0	8.957026783	14.76442947	3.616366079
NT5E	128.4343328	25.75123537	33.20960218	18.81608019
NTAN1	66.69554287	143.7862646	108.3332375	91.04561975
NTMT1	0	49.28989851	79.87349773	55.95336909
NTN1	0	0	20.28881574	11.07015844
NTPCR	7.567327409	13.22929303	24.83055969	22.96017559
NUCB1	0	11.42551429	8.365771377	16.06007109
NUCB2	0	0	0	27.51106412
NUCKS1	0	1.683564435	2.100467002	15.78815454
NUDC	0	0	9.234316337	20.74742861
NUDCD2	68.39867752	5.122938222	22.75928568	3.95122082
NUDT1	0	0	11.21390936	4.512947986
NUDT13	142.1389285	56.09318349	74.53283658	53.21591001
NUDT15	0	0	0	0
NUDT15	25.77219842	6.205629998	15.54542916	12.33417104
NUDT16L1	0	5.32596918	5.149434945	10.91214238
NUDT17	0	16.3600187	20.65137717	13.21506293
NUDT18	0	11.5706792	12.54943342	7.665874186
NUDT19	0	3.312828581	17.71649706	45.61881018
NUDT22	0	0	2.156503906	8.977019279
NUDT4	115.3392823	16.44411773	21.93270324	13.13398052
NUDT5	0	13.00736698	51.63730686	9.157438716
NUDT6	68.3327244	26.86221803	14.06640233	8.25552133
NUFIP2	0	3.86734948	3.645594097	17.82819242
NUMA1	4.630928495	57.24022086	162.5392328	54.81390955
NUMB	13.66654488	5.553118292	2.244422273	4.127760665
NUP188	0	6.63038724	13.71413159	13.04325074
NUP210L	14.9017678	23.25657926	24.86121391	14.28813243
NUP214	1.45933709	7.825089057	10.8657881	8.57847048
NUP50	25.75425084	12.96252504	9.845184647	6.665159274
NUP85	4.835996722	25.35452343	42.74971621	24.01396672
NUP88	29.11999532	25.83797518	16.10193468	9.938586492
NUTM2F	0	7.180675388	26.77470617	7.01448333
NXF1	2.249960728	13.75675219	15.42288497	12.27085272
OAZ1	7.57519529	162.139134	32.03573206	215.7930206
OAZ2	0	48.17359451	61.09248213	39.45011277
OAZ3	0	23.46945504	122.30719	53.82094941
ODC1	15.6281056	5.497287061	2.391798126	2.813634169
ODF3	0	3.605401757	16.30983646	10.1357378
ODF3B	24.85622136	28.08107474	163.0440602	30.17427219
OGFOD2	0	6.095664332	17.33416716	14.80796259
OGFR	0	2.417885092	16.27710939	8.009556995
OGFRL1	0	6.858964598	10.00229296	13.98151839
OGG1	0	29.9845148	40.89915814	27.14101734
OGN	11.06576518	4.832939304	6.291529225	3.283869297
OGT	2.775551554	1.1313553	0.698109519	16.56632743
OIP5	53.35494411	16.74180248	14.08378579	4.433470875
OMD	10.05566159	2.078648666	3.057219373	1.063898764
OMG	44.39302844	4.810184099	9.242238188	3.759084415
OPA3	1.720559938	39.69099048	65.12020863	25.04689781
OPALIN	8.860608531	5.133535607	5.452790883	0.781217492
OPN1SW	10.72960222	67.99358768	107.6260854	60.51012455
OPN3	22.31186627	6.367308202	8.030879111	5.200385113
OPRM1	56.77264543	214.6790548	197.8257034	146.9374838
OR1F1	0	40.20569232	51.92398807	17.9182338
OR2A2	17.0849247	108.0770379	144.2820576	54.2280489
OR2A42	0	45.50612121	70.37240756	41.8120996
OR2B11	0	28.95056601	57.25013957	15.59018395
OR4E1	0	5.896834874	12.32787226	9.412686042
OR4S2	5.595496207	0	4.048565949	0
OR52D1	0	0	18.63765642	0
OR5K1	5.613979681	5.725082402	6.813670307	0
OR8S1	0	0	0	0
ORC2	83.50194436	29.89501226	37.60403593	18.83653447
ORC3	52.69410987	24.63606628	30.02798238	14.14703169
ORC4	59.62753975	3.378199482	9.387100217	10.73515163
ORC6	0	7.094619356	10.79125619	3.624181432
ORM1	0	37.08927935	79.74394204	26.63062212
ORMDL1	13.70024473	5.983540238	3.47106729	2.032837869
ORMDL2	164.8989801	208.3092673	275.3999633	113.9259586
OS9	3.889534876	40.00641557	28.50774845	63.11486501
OSBPL9	130.6207425	35.69120226	58.84799711	18.26857667
OSCP1	3.051930834	12.19334035	13.13851504	7.469019515
OSGEPL1	146.7571114	36.11733009	25.9342621	32.05227937
OSGIN2	115.1842647	39.61998809	71.09066162	12.11438653
OSM	0	11.89167077	34.77559932	22.51262508
OSMR	45.55680972	10.02184813	16.85648413	5.221279455
OSTC	4.530609386	7.988953769	6.55615524	14.58903392
OSTN	47.12266542	5.340909092	2.830826604	4.119337436
OTUB2	11.45218026	61.45544991	42.5999665	31.59637027
OTUD4	232.1188252	58.06297559	43.79110441	26.1871627
OTUD5	0	0	7.384596727	10.79838853
OXA1L	0	110.0421245	170.9025991	52.80188857
OXNAD1	64.27477369	23.23641648	27.42483081	19.88485545
OXSM	0	26.7798732	44.91277971	41.20355162
P2RX4	0	13.36201892	30.10965267	7.260246249
P2RY11	0	20.31445507	626.9967408	454.1914341
P4HB	0	10.54086329	0	19.42217644
PA2G4	5.870262531	10.60899827	9.263664253	9.941566578
PABPC1	0	3.531636924	1.827461819	26.87208924
PABPN1	130.3944714	216.1120976	232.4764775	117.6585755
PACSIN2	0	5.977338975	5.365228794	6.228263846
PAF1	2.554821683	23.29968901	35.67875378	25.37280581
PAICS	69.09644309	19.70239493	22.11546797	16.10348356
PAIP2	13.74641588	13.9295312	16.21749096	51.64237203
PALLD	29.37976007	12.87741857	9.671408242	5.959258788
PAN2	4.896167898	19.09357592	24.92639784	12.71534841
PANK2	3.030960492	12.7939191	13.81923691	8.689461877
PAPLN	18.25438482	18.38768898	26.53480157	10.30811429
PAPOLA	7.615990053	0	0.818988055	7.523855796
PAPSS2	115.8688752	27.19524154	41.56131083	24.23988584
PAQR3	1040.103192	298.1967298	298.4601022	195.7057973
PAQR4	0	3.824973972	9.653102912	16.20653281
PARP12	6.785117447	3.217120641	8.007105552	6.49450216
PARP2	107.8339695	23093.60724	43089.01681	31124.92979
PARP8	7.143429267	8.802219239	7.733990986	7.025169259
PARP9	16.32431517	126.9530623	486.4381985	47.45541163
PATE3	26.40698042	8.021689365	9.882669354	10.92736385
PATE4	21.13169096	10.27958519	7.724621077	8.730922337
PATL2	12.82997637	13.08388631	43.66277349	4.373263842
PATZ1	2.585743019	12.71778365	22.11607359	14.19280509
PAX6	106.3952708	11.10282717	17.74292128	8.861315311
PAXBP1	35.62809626	14.2610216	11.24177634	9.999312367
PBDC1	0	7.729471885	5.333508415	6.999674428
PBK	19.67545998	0	3.817189785	0
PBLD	0	5.659955265	38.72382604	16.98682868
PBRM1	11.72664519	1.337510207	2.952313733	4.703595852
PBX2	11.2539741	25.4485161	21.32948879	22.24499482
PBXIP1	4.702319986	29.74384284	14.83276137	35.34870142
PCBD1	32.64842637	27.56230752	64.22247784	16.31563736
PCBP1	0	12.24479325	27.90017767	21.74508859
PCCA	35.80796927	14.75965821	14.17348487	17.78284391
PCF11	23.52620667	10.07741448	6.116645861	12.40409959
PCGF2	2.854762312	82.48701961	171.7678052	80.06082195
PCIF1	0	16.52341059	71.97746214	40.66097955
PCMT1	25.28522562	4.079165441	12.51345104	3.741792154
PCMT1	0	10.83947249	20.11331076	0
PCNP	4.676663484	5.283415162	1.722834179	4.667198895
PCNX2	3.015950296	5.145566647	8.550257253	4.351346197
PCOLCE	0	0	10.96625059	8.206713995
PCYOX1	71.51873181	27.5231696	36.01000583	15.02610376
PDCD10	2.723264869	5.747556017	0	6.804585545
PDCD11	1.603994194	25.3896892	33.87745671	26.05121262
PDCD2	55.87768411	32.72755753	39.34672541	36.49072041
PDCD4	214.3502797	35.7911221	35.58750461	16.94937823
PDCD5	21.48730852	16.89371443	7.099505989	11.89350272
PDE12	74.58791255	15.94133461	29.18156343	13.06368799
PDE3B	12.4922706	6.329339757	19.96026537	11.73270348
PDE6C	83.06960281	25.14059248	26.39129333	22.94395334
PDE7A	15.67045819	13.90429172	7.797184453	5.501455428
PDE8B	83.17413092	21.18936813	20.14784148	10.60686994
PDF	0	0	2.954752481	3.742113379
PDHB	68.16125871	51.88331774	44.98775575	40.88516614
PDIA2	0	0	15.81770583	10.14952792
PDIA3	48.28063842	40.00500789	28.64403177	48.03611613
PDK1	0	4.419863741	6.255236759	14.99209832
PDLIM2	0	1.794775579	14.96158381	6.596328869
PDPK1	19.04409099	41.300789	80.1547268	43.95028502
PDSS1	56.93828407	71.09109186	62.91383552	33.98453385
PDXDC1	80.22572656	137.6613019	115.9241859	78.03144643
PDZD2	5.156691765	6.373131083	14.82016371	8.362665511
PDZD3	0	0	11.75436639	0
PDZD9	395.0437727	59.78620283	86.15541518	37.15703662
PDZK1	197.8019938	124.8280158	121.4261722	50.16383383
PDZK1IP1	0	29.05878339	24.40644156	10.80003133
PEA15	68.78877294	84.02502989	78.95606714	48.46365174
PEAK3	0	2.048410956	11.84597578	5.24211215
PECAM1	4.092486456	0	3.962168819	28.27430724
PEPD	0	4.273068749	15.54600519	13.64157397
PEX1	36.6490082	26.87555273	28.56076718	11.74250641
PEX10	19.74672329	164.8105244	297.0667325	188.706297
PEX12	3.621980948	19.25822702	24.90464654	13.75731309
PF4	0	0	2.097684854	23.90994558
PF4V1	0	0	5.294444572	27.24971286
PFAS	0	9.919909134	21.87333147	14.73649135
PFDN2	0	0	12.14612569	9.77711502
PFDN5	0	15.71523491	0	44.41477143
PFDN6	0	20.20856043	22.39861764	13.73124448
PFKFB2	5.809295413	46.17231759	46.76334499	29.19249814
PFKM	41.54670805	183.9597681	194.867112	120.9326598
PFKP	0	2.423409582	8.711227407	5.681571227
PFN1	11.28884851	45.30487462	56.65300674	142.4153691
PFN2	50.57831434	23.06342949	54.19568477	6.786143251
PGAM1	61.66438058	255.5019873	238.0311114	148.3773169
PGAM2	0	145.4014078	334.4126562	230.0858746
PGAM5	0	8.518702065	27.26385891	19.95693692
PGAP2	8.163827777	82.6838803	145.2804419	77.48208452
PGD	0	11.04543398	1.524319279	10.46143441
PGLS	0	0	0	42.95529571
PGM3	446.0611862	126.9093308	167.9190679	86.72303696
PHACTR1	0	5.802279213	13.20537915	14.21672337
PHACTR3	14.00093082	6.824925154	6.449898869	0
PHC1	694.9488792	415.6637426	354.3099803	180.9889539
PHC3	19.00472132	9.621822744	10.7494765	11.52748064
PHF1	0	10.56536839	10.71362125	7.196216368
PHF10	480.9619192	158.8859259	133.9425191	83.73684778
PHF11	147.1003239	16.29455604	41.74916492	19.37559746
PHF19	7.890547688	22.79936789	50.0136956	26.43404892
